tv_ticker,company_name,sector,industry,market_cap,price,rsi14,rsi_decile,score,oversold_pctile,trend_pctile,hook_turning_up,pct_from_52w_high,prem_ma_200d,prem_ma_1y,prem_ma_4y,avg_dollar_vol_20d,asof,vendor_symbol,country,exchange,rsi21,rsi_pctile,rsi_rank,pct_from_52w_low,prem_ma_2y,prem_ma_3y,ma_200d,ma_1y,ma_2y,ma_3y,ma_4y,bars_available,rsi_fast_prev,shares_outstanding
NASDAQ:COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,3566167749.0,61.63,38.54,2,86.4,89.0,83.9,False,-26.65,1.72,9.25,83.81,53113554,2026-08-27,COCO,United States,NASDAQ,40.91,11.4,430,77.86,36.87,59.34,60.5879,56.4132,45.0293,38.6774,33.5295,1217,41.0,57864153.0
NASDAQ:LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,804754869.0,25.37,22.29,1,85.4,99.8,71.1,False,-54.44,-29.04,-22.45,52.81,37505360,2026-08-27,LINC,United States,NASDAQ,26.55,0.2,8,42.53,1.59,26.57,35.7516,32.7137,24.9732,20.0449,16.6024,1254,22.65,31720728.0
NYSE:SEI,"Solaris Energy Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,3238807607.0,52.85,41.24,2,86.4,81.7,91.0,True,-36.23,-10.81,-5.03,119.81,154159288,2026-08-27,SEI,United States,NYSE,42.62,18.2,691,114.23,34.17,81.22,59.2564,55.6476,39.3916,29.1628,24.0431,1254,39.22,61283020.0
NYSE:AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,5618886768.0,32.06,39.62,2,81.6,86.0,77.2,False,-23.07,-1.34,4.1,64.98,62842410,2026-08-27,AROC,United States,NYSE,40.63,14.0,531,41.88,19.09,38.31,32.4943,30.796,26.9201,23.1804,19.433,1254,36.69,175261596.0
NYSE:DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,13433374177.0,131.68,44.28,3,73.8,71.0,76.6,False,-12.64,-0.48,3.67,63.56,142627443,2026-08-27,DTM,United States,NYSE,43.58,28.2,1068,32.89,19.5,43.1,132.3129,127.0196,110.192,92.0175,80.5063,1254,45.73,102015296.0
NYSE:IFS,Intercorp Financial Services Inc.,Financial Services,Banks - Regional,6037908656.0,54.36,39.18,2,85.9,87.3,84.6,False,-10.42,13.19,17.53,86.87,14347182,2026-08-27,IFS,Peru,NYSE,43.92,12.8,487,46.97,43.15,69.12,48.0249,46.2505,37.9754,32.1432,29.09,1254,41.77,111072639.0
NASDAQ:ESQ,"Esquire Financial Holdings, Inc.",Financial Services,Banks - Regional,987069528.0,114.12,36.62,1,85.0,92.5,77.4,True,-14.01,3.46,5.66,65.4,16973187,2026-08-27,ESQ,United States,NASDAQ,41.51,7.9,300,23.7,21.76,45.69,110.3025,108.0081,93.7241,78.3287,68.9949,1254,33.1,8649400.0
NYSE:ENVA,"Enova International, Inc.",Financial Services,Credit Services,5908383438.0,237.3,43.51,3,84.8,74.0,95.6,True,-10.6,36.07,45.85,162.32,68089695,2026-08-27,ENVA,United States,NYSE,49.05,25.5,965,128.15,81.97,123.6,174.3976,162.6979,130.4025,106.1266,90.4635,1254,42.94,24898371.0
NASDAQ:LQDA,Liquidia Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,6219631244.0,69.94,38.77,2,93.7,88.3,99.1,False,-23.17,39.49,55.86,265.66,120330661,2026-08-27,LQDA,United States,NASDAQ,43.29,12.0,455,220.83,137.8,200.59,50.1408,44.874,29.4119,23.2675,19.1269,1254,40.51,88928099.0
NASDAQ:SYRE,"Spyre Therapeutics, Inc.",Healthcare,Biotechnology,8129643900.0,93.615,38.91,2,93.4,88.0,98.9,True,-14.05,55.96,81.62,242.58,95353148,2026-08-27,SYRE,United States,NASDAQ,45.38,12.3,466,531.68,156.04,187.84,60.0255,51.5447,36.5624,32.5232,27.3264,1254,38.89,86841253.0
NASDAQ:AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,10614605933.0,206.27,37.19,1,89.0,91.8,86.2,False,-19.16,6.98,15.41,94.22,148060545,2026-08-27,AXSM,United States,NASDAQ,40.14,8.7,328,80.78,46.38,72.69,192.8083,178.7336,140.9155,119.4431,106.2041,1254,37.94,51459766.0
NYSE:AGX,"Argan, Inc.",Industrials,Engineering & Construction,6448292850.0,459.96,31.91,1,96.6,97.7,95.6,False,-42.35,-9.87,-0.0,161.01,145805171,2026-08-27,AGX,United States,NYSE,36.19,2.5,94,126.72,49.53,106.32,510.3285,459.9639,307.6,222.9397,176.2259,1254,30.62,14019247.0
NYSE:PL,Planet Labs PBC,Industrials,Aerospace & Defense,7044348727.0,21.16,36.97,1,93.2,92.1,94.2,True,-58.83,-20.93,-10.7,144.24,110619362,2026-08-27,PL,United States,NYSE,39.03,8.4,319,228.57,51.81,110.64,26.7615,23.6945,13.9386,10.0457,8.6636,1254,36.97,332908730.0
NASDAQ:POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,7014914015.0,192.55,37.98,2,92.6,90.3,94.8,False,-40.16,-2.95,7.41,151.69,127600915,2026-08-27,POWL,United States,NASDAQ,39.64,10.1,383,125.11,52.97,97.69,198.3994,179.2739,125.8759,97.4022,76.5025,1254,37.34,36431649.0
NASDAQ:DHC,Diversified Healthcare Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Healthcare Facilities,1900539369.0,7.85,33.66,1,94.6,96.1,93.0,False,-18.57,10.35,20.46,135.19,15415400,2026-08-27,DHC,United States,NASDAQ,38.22,4.1,156,111.27,66.13,95.62,7.114,6.5167,4.7252,4.0128,3.3377,1254,37.41,242106926.0
NYSE:COMP,"Compass, Inc.",Real Estate,Real Estate Services,8181039793.0,11.1,41.03,2,83.8,82.1,85.5,False,-18.26,9.97,14.27,90.92,129809367,2026-08-27,COMP,United States,NYSE,46.06,17.8,673,66.17,32.9,65.78,10.0938,9.7136,8.3523,6.6956,5.8141,1254,43.57,737030612.0
NASDAQ:ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Industrial,555325730.0,8.32,40.97,2,83.6,82.5,84.8,False,-10.1,21.16,25.92,87.63,2791721,2026-08-27,ILPT,United States,NASDAQ,44.86,17.5,663,69.47,58.72,77.13,6.8669,6.6076,5.2418,4.6971,4.4344,1254,43.71,66745881.0
NASDAQ:AIP,"Arteris, Inc.",Technology,Semiconductors,1090120495.0,23.61,35.59,1,92.7,93.9,91.5,True,-51.41,-0.29,11.53,124.13,19005917,2026-08-27,AIP,United States,NASDAQ,38.48,6.6,252,174.85,59.2,94.47,23.6782,21.1692,14.8299,12.141,10.5343,1213,31.96,46171982.0
NASDAQ:LASR,"nLIGHT, Inc.",Technology,Semiconductors,2537827818.0,44.99,36.08,1,90.9,93.3,88.5,False,-47.04,-21.14,-12.75,104.51,81006684,2026-08-27,LASR,United States,NASDAQ,38.88,7.2,272,60.45,39.57,76.74,57.0511,51.563,32.2342,25.4561,21.9988,1254,33.89,56408709.0
NASDAQ:MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,18303783518.0,270.99,38.27,2,89.2,89.6,88.9,False,-39.02,4.72,16.98,106.33,425194640,2026-08-27,MKSI,United States,NASDAQ,41.23,10.7,406,171.47,64.39,86.33,258.7857,231.6594,164.8488,145.4388,131.3402,1254,38.5,67544129.0
NYSE:NI,NiSource Inc,Utilities,Utilities - Regulated Gas,19637831475.0,40.96,32.27,1,73.1,97.4,48.8,False,-15.99,-8.17,-6.72,25.87,265900623,2026-08-27,NI,United States,NYSE,34.44,2.8,108,6.82,1.94,16.24,44.6018,43.913,40.1806,35.2368,32.5403,1254,33.29,479439245.0
NYSE:ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,49691588222.0,106.49,44.07,3,72.5,72.1,72.9,False,-8.72,2.32,5.12,56.86,218863892,2026-08-27,ETR,United States,NYSE,44.44,27.2,1032,25.7,20.5,42.31,104.0738,101.303,88.3742,74.8304,67.8891,1254,46.55,466631498.0
NYSE:EMA,Emera Incorporated,Utilities,Utilities - Regulated Electric,15301118000.0,50.02,36.33,1,72.5,93.0,52.0,False,-8.35,-0.83,0.68,29.32,29500819,2026-08-27,EMA,Canada,NYSE,39.77,7.5,285,11.33,12.54,24.64,50.4402,49.6799,44.4479,40.1303,38.6781,1254,40.78,305900000.0
