tv_ticker,company_name,sector,industry,market_cap,price,rsi14,rsi_decile,score,oversold_pctile,trend_pctile,hook_turning_up,pct_from_52w_high,prem_ma_200d,prem_ma_1y,prem_ma_4y,avg_dollar_vol_20d,asof,vendor_symbol,country,exchange,rsi21,rsi_pctile,rsi_rank,pct_from_52w_low,prem_ma_2y,prem_ma_3y,ma_200d,ma_1y,ma_2y,ma_3y,ma_4y,bars_available,rsi_fast_prev,shares_outstanding
NYSE:WKC,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,1810767348.0,35.4,44.42,3,68.0,72.2,63.8,True,-12.05,25.37,28.37,42.15,30892795,2026-09-04,WKC,United States,NYSE,48.66,28.6,1089,59.15,30.43,38.58,28.2372,27.5765,27.141,25.544,24.9038,1255,41.01,51151620.0
NYSE:ENVA,"Enova International, Inc.",Financial Services,Credit Services,5741066385.0,230.58,43.09,3,86.0,76.4,95.6,False,-13.14,29.93,39.53,151.71,66222287,2026-09-04,ENVA,United States,NYSE,46.98,24.4,926,121.69,74.52,114.42,177.4654,165.2566,132.1214,107.5368,91.607,1255,44.76,24898371.0
NYSE:BBAR,Banco BBVA Argentina S.A. ADS,Financial Services,Banks - Regional,3026787790.0,14.82,37.96,2,76.5,89.8,63.2,False,-31.78,-11.41,-4.75,41.72,14312024,2026-09-04,BBAR,Argentina,NYSE,39.58,11.1,423,89.55,-8.27,15.53,16.7294,15.5587,16.1561,12.8279,10.4572,1255,40.28,204236693.0
NYSE:HASI,"HA Sustainable Infrastructure Capital, Inc.",Financial Services,Asset Management,4899892870.0,38.34,38.68,2,75.6,88.3,62.9,False,-10.49,4.0,9.08,41.49,43937950,2026-09-04,HASI,United States,NYSE,43.46,12.6,480,45.76,24.25,35.75,36.8643,35.1488,30.857,28.2431,27.0976,1255,49.7,127801066.0
NASDAQ:KOD,Kodiak Sciences Inc,Healthcare,Biotechnology,2212773674.0,35.36,35.46,1,96.1,93.4,98.7,False,-23.86,6.71,20.17,218.65,22662166,2026-09-04,KOD,United States,NASDAQ,40.72,7.5,284,283.93,104.46,180.44,33.1353,29.4238,17.2947,12.6089,11.0969,1255,38.21,62578441.0
NASDAQ:SYRE,"Spyre Therapeutics, Inc.",Healthcare,Biotechnology,7727134692.0,88.98,36.48,1,95.4,91.9,98.8,False,-18.31,43.55,67.09,220.49,107833329,2026-09-04,SYRE,United States,NASDAQ,42.53,8.9,340,500.4,138.62,168.67,61.9856,53.2538,37.2892,33.1185,27.7637,1255,32.7,86841253.0
NASDAQ:DFTX,"Definium Therapeutics, Inc.",Healthcare,Biotechnology,5056190545.0,38.09,37.1,1,95.3,91.0,99.6,True,-21.38,52.79,71.9,290.03,91619287,2026-09-04,DFTX,United States,NASDAQ,43.31,9.9,376,321.35,159.38,223.69,24.9292,22.1583,14.6853,11.7675,9.766,1255,36.74,132743254.0
NYSE:AGX,"Argan, Inc.",Industrials,Engineering & Construction,5859905054.0,417.99,30.87,1,95.9,98.2,93.6,False,-47.61,-18.42,-9.99,134.18,167689652,2026-09-04,AGX,United States,NYSE,34.5,2.6,98,106.04,34.13,85.02,512.3882,464.3611,311.6301,225.9143,178.492,1255,28.94,14019247.0
NYSE:PL,Planet Labs PBC,Industrials,Aerospace & Defense,6032306188.0,18.12,28.61,1,94.4,99.3,89.4,False,-64.75,-32.83,-24.47,107.23,159935847,2026-09-04,PL,United States,NYSE,33.35,1.4,54,177.49,28.18,78.12,26.9776,23.9906,14.136,10.173,8.744,1255,29.35,332908730.0
NASDAQ:RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,37198023944.0,64.26,37.19,1,92.3,90.9,93.7,False,-57.23,-19.14,-13.77,136.04,1244254556,2026-09-04,RKLB,United States,NASDAQ,39.91,10.0,381,62.77,29.37,85.31,79.4736,74.5201,49.6721,34.6771,27.2243,1255,36.14,578867475.0
NASDAQ:DHC,Diversified Healthcare Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Healthcare Facilities,1818223014.0,7.51,29.75,1,95.4,98.7,92.1,False,-22.1,4.24,13.65,122.59,11192926,2026-09-04,DHC,United States,NASDAQ,34.87,2.0,76,86.65,57.29,85.38,7.2047,6.6082,4.7747,4.0511,3.3739,1255,32.93,242106926.0
NYSE:OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty,5098799250.0,28.96,36.3,1,87.2,92.3,82.1,False,-13.37,3.9,12.36,75.18,44920815,2026-09-04,OUT,United States,NYSE,38.73,8.5,325,77.22,38.5,62.53,27.8722,25.7752,20.9102,17.8186,16.5313,1255,37.28,176063510.0
NASDAQ:ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Industrial,549318601.0,8.23,39.13,2,86.2,87.0,85.3,False,-11.07,18.37,23.47,85.43,2386422,2026-09-04,ILPT,United States,NASDAQ,43.52,13.8,523,67.64,55.78,73.92,6.9529,6.6656,5.2832,4.7321,4.4384,1255,39.44,66745881.0
NYSE:CIEN,Ciena Corporation,Technology,Communication Equipment,45438487962.0,321.0,33.92,1,95.8,95.5,96.1,True,-48.8,-14.89,-3.59,155.45,908316008,2026-09-04,CIEN,United States,NYSE,37.79,5.3,203,175.09,57.2,110.76,377.1646,332.9427,204.1981,152.3071,125.6626,1255,32.82,141552922.0
NASDAQ:CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,31807535062.0,170.57,34.2,1,95.5,95.1,95.9,True,-43.62,-2.72,-0.23,153.17,1352076111,2026-09-04,CRDO,Cayman Islands,NASDAQ,39.15,5.7,216,94.25,45.22,99.6,175.3448,170.9703,117.4591,85.4553,67.3739,1156,31.59,186477898.0
NASDAQ:AIP,"Arteris, Inc.",Technology,Semiconductors,986695255.0,21.37,33.18,1,92.2,96.2,88.2,True,-56.02,-10.53,-0.39,101.29,16446285,2026-09-04,AIP,United States,NASDAQ,36.3,4.4,168,148.78,42.62,74.33,23.8847,21.4544,14.9834,12.2584,10.6168,1219,29.33,46171982.0
NYSE:MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",Utilities,Utilities - Regulated Gas,4090247890.0,19.57,35.27,1,75.4,93.7,57.0,False,-13.59,-5.16,-2.69,34.43,28599322,2026-09-04,MDU,United States,NYSE,38.31,7.2,274,26.03,7.7,22.71,20.6339,20.11,18.1714,15.9481,14.5576,1255,37.92,209006024.0
NYSE:IDA,"IDACORP, Inc.",Utilities,Utilities - Regulated Electric,7849165235.0,135.7,36.56,1,71.4,91.9,50.9,False,-11.66,-1.62,-0.04,27.02,62750058,2026-09-04,IDA,United States,NYSE,39.41,9.0,343,12.62,10.82,22.19,137.9315,135.7483,122.4543,111.0536,106.8312,1255,37.6,57842043.0
NASDAQ:LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,17555090205.0,67.97,37.58,2,68.5,90.4,46.6,False,-12.23,-2.29,-0.89,22.59,158854451,2026-09-04,LNT,United States,NASDAQ,39.61,10.5,401,10.16,6.88,17.23,69.5604,68.5776,63.5918,57.9824,55.4453,1255,37.76,258277037.0
