tv_ticker,company_name,sector,industry,market_cap,price,rsi14,rsi_decile,score,oversold_pctile,trend_pctile,hook_turning_up,pct_from_52w_high,prem_ma_200d,prem_ma_1y,prem_ma_4y,avg_dollar_vol_20d,asof,vendor_symbol,country,exchange,rsi21,rsi_pctile,rsi_rank,pct_from_52w_low,prem_ma_2y,prem_ma_3y,ma_200d,ma_1y,ma_2y,ma_3y,ma_4y,bars_available,rsi_fast_prev,shares_outstanding
NASDAQ:TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,3888013818.0,23.88,36.52,1,94.2,91.8,96.7,True,-27.42,26.93,44.73,172.66,60874899,2026-08-21,TNGX,United States,NASDAQ,41.54,8.6,323,275.47,127.91,139.39,18.813,16.4993,10.4779,9.9752,8.7582,1255,34.26,162814649.0
NASDAQ:KOD,Kodiak Sciences Inc,Healthcare,Biotechnology,2398631644.0,38.33,41.55,2,90.2,81.6,98.9,False,-17.46,19.08,35.46,253.82,24130140,2026-08-21,KOD,United States,NASDAQ,45.64,18.7,705,348.3,130.89,215.68,32.1881,28.2955,16.6009,12.1421,10.8332,1255,45.67,62578441.0
NYSE:AGX,"Argan, Inc.",Industrials,Engineering & Construction,7032474873.0,501.63,35.36,1,95.5,93.8,97.2,False,-37.13,-1.14,9.95,187.39,162675766,2026-08-21,AGX,United States,NYSE,39.04,6.8,256,147.26,64.72,127.27,507.3931,456.2279,304.5307,220.7184,174.5459,1255,37.35,14019247.0
NASDAQ:STRL,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction,15858807887.0,516.81,38.62,2,92.2,88.2,96.1,False,-47.99,-0.08,7.72,163.63,470983674,2026-08-21,STRL,United States,NASDAQ,40.54,12.2,459,88.74,58.44,107.93,517.2494,479.7571,326.1918,248.5532,196.0393,1255,39.04,30685954.0
NASDAQ:POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,7201444058.0,197.67,38.87,2,91.8,87.8,95.9,True,-38.57,0.29,11.29,160.85,150622939,2026-08-21,POWL,United States,NASDAQ,40.39,12.6,476,136.82,58.37,104.78,197.1038,177.6242,124.8186,96.5275,75.7791,1255,38.69,36431649.0
NASDAQ:DHC,Diversified Healthcare Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Healthcare Facilities,1941697547.0,8.02,35.94,1,93.2,92.7,93.8,False,-16.8,13.91,24.37,142.09,16164524,2026-08-21,DHC,United States,NASDAQ,40.03,7.7,290,126.76,71.12,101.25,7.0407,6.4483,4.6869,3.9851,3.3128,1255,36.8,242106926.0
NYSE:OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty,5251974503.0,29.83,35.76,1,88.0,93.2,82.8,True,-11.77,7.82,16.57,80.07,60632362,2026-08-21,OUT,United States,NYSE,39.02,7.3,275,80.49,43.09,68.07,27.6665,25.5903,20.8466,17.7483,16.566,1255,35.02,176063510.0
NASDAQ:ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Industrial,553990812.0,8.3,39.42,2,85.6,86.7,84.6,False,-10.31,21.99,26.42,87.18,2979352,2026-08-21,ILPT,United States,NASDAQ,44.23,13.7,517,69.07,59.27,77.63,6.8041,6.5652,5.2112,4.6727,4.4343,1255,40.22,66745881.0
NASDAQ:TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,11479585522.0,110.54,34.93,1,95.5,94.2,96.8,False,-50.09,-6.04,5.81,174.16,425982932,2026-08-21,TTMI,United States,NASDAQ,38.29,6.3,239,171.06,68.34,125.53,117.6519,104.4708,65.666,49.0134,40.3189,1255,36.71,103850059.0
NASDAQ:AIP,"Arteris, Inc.",Technology,Semiconductors,1103048650.0,23.89,32.69,1,94.2,96.5,91.9,False,-50.83,1.65,14.0,128.06,19244375,2026-08-21,AIP,United States,NASDAQ,37.32,4.0,150,178.11,62.41,98.21,23.5029,20.9567,14.7095,12.0526,10.4753,1209,32.83,46171982.0
NASDAQ:FLEX,Flex Ltd.,Technology,Electronic Components,40467726239.0,110.45,38.8,2,91.9,87.8,96.1,True,-31.85,19.44,29.27,164.69,525327732,2026-08-21,FLEX,United States,NASDAQ,41.94,12.5,472,123.54,77.04,120.73,92.4707,85.439,62.387,50.0375,41.7283,1255,38.66,366389554.0
NYSE:ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,48818987321.0,104.62,35.54,1,82.7,93.5,71.9,False,-10.32,0.77,3.59,54.59,264741076,2026-08-21,ETR,United States,NYSE,39.13,7.0,265,23.49,18.92,40.44,103.8252,100.997,87.9759,74.4955,67.6764,1255,43.64,466631498.0
NYSE:VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,45927623966.0,136.21,37.16,1,75.2,90.5,59.9,False,-37.24,-14.61,-18.69,39.29,702116117,2026-08-21,VST,United States,NYSE,40.39,9.7,365,1.26,-12.83,11.06,159.5097,167.5164,156.2559,122.65,97.7884,1255,39.5,337182468.0
NASDAQ:AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,65839415751.0,120.94,30.74,1,74.8,97.9,51.7,False,-12.13,-3.26,-0.76,29.16,486855754,2026-08-21,AEP,United States,NASDAQ,35.91,2.4,91,17.15,10.58,23.02,125.0126,121.861,109.3735,98.3072,93.6392,1255,42.5,544397352.0
