tv_ticker,company_name,sector,industry,market_cap,price,rsi14,rsi_decile,score,oversold_pctile,trend_pctile,hook_turning_up,pct_from_52w_high,prem_ma_200d,prem_ma_1y,prem_ma_4y,avg_dollar_vol_20d,asof,vendor_symbol,country,exchange,rsi21,rsi_pctile,rsi_rank,pct_from_52w_low,prem_ma_2y,prem_ma_3y,ma_200d,ma_1y,ma_2y,ma_3y,ma_4y,bars_available,rsi_fast_prev,shares_outstanding
NASDAQ:LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,949718596.0,29.94,24.7,1,90.8,99.7,81.8,False,-46.23,-15.53,-7.81,82.28,34596153,2026-08-14,LINC,United States,NASDAQ,29.41,0.4,15,68.2,21.13,50.93,35.4441,32.4748,24.7178,19.8364,16.4249,1255,24.9,31720728.0
NASDAQ:MAMA,"Mama's Creations, Inc.",Consumer Defensive,Packaged Foods,802078270.0,17.25,44.06,2,88.9,84.8,93.0,True,-16.46,16.25,24.97,142.3,8819410,2026-08-14,MAMA,United States,NASDAQ,48.1,17.5,660,116.17,60.61,94.97,14.839,13.8037,10.7402,8.8474,7.1193,1254,40.82,46497291.0
NYSE:AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,6079824765.0,34.69,46.75,3,79.8,78.2,81.3,False,-16.76,7.9,13.77,80.64,60235356,2026-08-14,AROC,United States,NYSE,46.26,24.3,916,53.51,30.08,51.26,32.1497,30.4907,26.6674,22.9338,19.2038,1255,36.75,175261596.0
NYSE:DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,13965894022.0,136.9,45.92,3,79.6,80.6,78.5,True,-9.18,4.4,8.84,71.8,120636292,2026-08-14,DTM,United States,NYSE,45.56,21.8,824,39.52,25.62,50.61,131.136,125.7753,108.9824,90.8987,79.687,1254,40.69,102015296.0
NYSE:TGS,Transportadora de Gas del Sur SA TGS,Energy,Oil & Gas Integrated,1953334773.0,28.1,39.24,1,75.7,92.3,59.1,True,-20.44,-8.38,-3.86,40.38,5833719,2026-08-14,TGS,Argentina,NYSE,42.09,9.4,355,39.66,1.98,20.79,30.6698,29.2297,27.5536,23.2642,20.0172,1255,37.52,69513693.0
NASDAQ:HUT,Hut 8 Corp.,Financial Services,Capital Markets,9620040929.0,85.44,41.16,2,94.2,90.1,98.4,True,-35.77,18.24,32.22,232.62,481674185,2026-08-14,HUT,United States,NASDAQ,43.34,11.8,447,299.81,108.37,176.61,72.2579,64.6195,41.0045,30.888,25.6868,1255,39.13,112594112.0
NASDAQ:WULF,TeraWulf Inc.,Financial Services,Capital Markets,8612357370.0,17.38,44.23,2,90.2,84.5,95.9,True,-40.03,-1.95,6.11,180.43,573539689,2026-08-14,WULF,United States,NASDAQ,43.85,17.9,676,99.54,64.4,122.33,17.7253,16.3796,10.5719,7.8171,6.1976,1255,38.91,495532645.0
NASDAQ:SNEX,StoneX Group Inc.,Financial Services,Capital Markets,8116613006.0,67.1,39.8,2,90.1,91.7,88.5,True,-27.6,12.32,18.92,110.12,77028024,2026-08-14,SNEX,United States,NASDAQ,41.78,10.1,380,80.35,50.46,83.88,59.7407,56.4264,44.5974,36.4904,31.9342,1255,39.14,120962936.0
NASDAQ:LQDA,Liquidia Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,6619807690.0,74.44,40.05,2,95.4,91.4,99.4,True,-18.22,55.03,72.08,301.41,140307342,2026-08-14,LQDA,United States,NASDAQ,45.84,10.2,387,241.47,162.72,230.95,48.0173,43.2599,28.3347,22.4926,18.5447,1255,36.27,88928099.0
NASDAQ:TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,4168055014.0,25.6,41.8,2,93.0,88.9,97.1,False,-22.19,39.87,59.3,196.35,59219875,2026-08-14,TNGX,United States,NASDAQ,45.33,13.1,494,302.52,148.8,160.33,18.3021,16.0701,10.2895,9.8336,8.6385,1254,41.96,162814649.0
NASDAQ:MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,6137150685.0,100.64,40.85,2,90.1,90.7,89.5,True,-21.72,7.3,12.54,115.15,79010524,2026-08-14,MIRM,United States,NASDAQ,43.32,11.3,425,57.0,49.79,84.55,93.7969,89.4247,67.1876,54.5321,46.7773,1254,37.88,60981227.0
NYSE:PBI,Pitney Bowes Inc.,Industrials,Integrated Freight & Logistics,2251021281.0,16.42,36.97,1,93.4,94.5,92.3,False,-10.78,27.74,31.18,134.43,30525757,2026-08-14,PBI,United States,NYSE,42.8,6.9,259,85.8,57.33,97.77,12.8544,12.5173,10.437,8.3026,7.0043,1255,39.29,137090212.0
NASDAQ:MYRG,"MYR Group, Inc.",Industrials,Engineering & Construction,5206201508.0,334.39,36.41,1,90.2,95.1,85.3,True,-33.27,5.46,14.78,95.05,108739039,2026-08-14,MYRG,United States,NASDAQ,38.23,6.3,237,92.39,54.94,74.42,317.0768,291.3231,215.8127,191.7101,171.4356,1255,32.18,15569250.0
NASDAQ:STRL,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction,17689838762.0,576.48,44.95,2,90.0,82.9,97.1,False,-41.99,12.32,21.51,197.99,475797285,2026-08-14,STRL,United States,NASDAQ,44.44,19.6,739,110.53,79.1,134.84,513.2621,474.4445,321.8684,245.4754,193.4565,1255,41.17,30685954.0
NASDAQ:DHC,Diversified Healthcare Trust - Common Shares of Beneficial Interest,Real Estate,REIT - Healthcare Facilities,2028856040.0,8.38,40.53,2,92.5,90.9,94.1,False,-13.07,20.69,31.84,155.38,17019927,2026-08-14,DHC,United States,NASDAQ,43.76,10.9,411,150.3,80.72,112.16,6.9435,6.356,4.637,3.9499,3.2814,1255,40.28,242106926.0
NYSE:OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty,5324160542.0,30.24,33.85,1,89.7,97.2,82.2,True,-10.56,10.86,19.51,83.55,59140608,2026-08-14,OUT,United States,NYSE,38.96,3.5,133,82.97,46.41,71.97,27.2769,25.3024,20.6544,17.5847,16.4748,1254,26.09,176063510.0
NYSE:CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,9159033911.0,38.77,36.33,1,82.0,95.2,68.8,False,-10.67,1.73,4.56,52.22,84947534,2026-08-14,CTRE,United States,NYSE,41.81,6.2,234,21.37,20.37,36.48,38.1091,37.0804,32.2088,28.4067,25.4705,1255,36.63,236240235.0
NASDAQ:DAVE,Dave Inc.,Technology,Software - Application,3814153204.0,334.57,41.36,2,94.3,89.9,98.7,False,-24.4,33.73,38.14,249.08,176832806,2026-08-14,DAVE,United States,NASDAQ,45.35,12.1,456,114.58,90.1,168.26,250.1797,242.1965,176.0013,124.7206,95.8436,1254,41.13,11400165.0
NASDAQ:LASR,"nLIGHT, Inc.",Technology,Semiconductors,2967098093.0,52.6,39.8,2,92.4,91.7,93.0,True,-38.08,-6.7,3.43,142.44,82848076,2026-08-14,LASR,United States,NASDAQ,42.01,10.1,379,102.62,66.46,110.17,56.3784,50.8578,31.5998,25.0273,21.6964,1255,37.28,56408709.0
NASDAQ:AIP,"Arteris, Inc.",Technology,Semiconductors,1307590530.0,28.32,41.95,2,92.0,88.5,95.4,True,-41.72,22.37,37.67,172.99,19913130,2026-08-14,AIP,United States,NASDAQ,43.56,13.3,502,229.69,95.44,137.92,23.142,20.571,14.4902,11.9031,10.3742,1203,39.73,46171982.0
NASDAQ:DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,Utilities,Utilities - Independent Power Producers,391217119.0,3.97,45.78,3,83.0,80.9,85.0,False,-53.07,-0.9,5.51,93.71,15315827,2026-08-14,DGXX,United States,NASDAQ,44.46,21.6,817,110.05,42.88,71.16,4.0061,3.7628,2.7786,2.3195,2.0495,1255,48.73,98543355.0
NYSE:ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,50321540744.0,107.84,45.23,3,78.0,82.2,73.8,True,-7.56,4.21,7.2,59.99,287556504,2026-08-14,ETR,United States,NYSE,45.45,20.3,765,27.29,23.3,45.59,103.4818,100.5944,87.4626,74.0732,67.4025,1255,41.62,466631498.0
NYSE:NI,NiSource Inc,Utilities,Utilities - Regulated Gas,20376167912.0,42.5,35.39,1,74.0,96.0,51.9,False,-12.83,-4.76,-3.21,31.11,258659871,2026-08-14,NI,United States,NYSE,37.57,5.1,192,10.84,6.3,21.32,44.6239,43.9106,39.983,35.0312,32.4155,1255,30.81,479439245.0
