tv_ticker,exchange,local_symbol,vendor_symbol,mcap_band,mcap_decile_file,us_listed,symbol_needs_manual_map
TWSE:2645,TWSE,2645,2645.TW,$4B-2B,5,N,N
NSE:CAPLIPOINT,NSE,CAPLIPOINT,CAPLIPOINT.NS,$4B-2B,5,N,N
NYSE:SHAK,NYSE,SHAK,SHAK,$4B-2B,5,Y,N
TSE:3105,TSE,3105,3105.T,$4B-2B,5,N,N
TSX:HWX,TSX,HWX,HWX.TO,$4B-2B,5,N,N
TSX:SVM,TSX,SVM,SVM.TO,$4B-2B,5,N,N
TSE:3387,TSE,3387,3387.T,$4B-2B,5,N,N
TSE:5301,TSE,5301,5301.T,$4B-2B,5,N,N
NASDAQ:PDFS,NASDAQ,PDFS,PDFS,$4B-2B,5,Y,N
TSE:9987,TSE,9987,9987.T,$4B-2B,5,N,N
TWSE:2441,TWSE,2441,2441.TW,$4B-2B,5,N,N
TSE:6622,TSE,6622,6622.T,$4B-2B,5,N,N
NASDAQ:HTO,NASDAQ,HTO,HTO,$4B-2B,5,Y,N
NASDAQ:GCMG,NASDAQ,GCMG,GCMG,$4B-2B,5,Y,N
NYSE:HNI,NYSE,HNI,HNI,$4B-2B,5,Y,N
NASDAQ:NWBI,NASDAQ,NWBI,NWBI,$4B-2B,5,Y,N
NASDAQ:KOD,NASDAQ,KOD,KOD,$4B-2B,5,Y,N
NYSE:STDN,NYSE,STDN,STDN,$4B-2B,5,Y,N
NYSE:HCI,NYSE,HCI,HCI,$4B-2B,5,Y,N
TSE:7581,TSE,7581,7581.T,$4B-2B,5,N,N
TSE:2810,TSE,2810,2810.T,$4B-2B,5,N,N
TSX:NFI,TSX,NFI,NFI.TO,$4B-2B,5,N,N
ASX:MP1,ASX,MP1,MP1.AX,$4B-2B,5,N,N
NYSE:CDLR,NYSE,CDLR,CDLR,$4B-2B,5,Y,N
NYSE:MNR,NYSE,MNR,MNR,$4B-2B,5,Y,N
TSE:9436,TSE,9436,9436.T,$2B-1B,6,N,N
NSE:INOXINDIA,NSE,INOXINDIA,INOXINDIA.NS,$2B-1B,6,N,N
KRX:002380,KRX,002380,,$2B-1B,6,N,Y
NSE:CMPDI,NSE,CMPDI,CMPDI.NS,$2B-1B,6,N,N
NYSE:HTH,NYSE,HTH,HTH,$2B-1B,6,Y,N
NYSE:OFG,NYSE,OFG,OFG,$2B-1B,6,Y,N
NASDAQ:MBIN,NASDAQ,MBIN,MBIN,$2B-1B,6,Y,N
TSE:2593,TSE,2593,2593.T,$2B-1B,6,N,N
TSE:25935,TSE,25935,25935.T,$2B-1B,6,N,N
TWSE:3005,TWSE,3005,3005.TW,$2B-1B,6,N,N
TWSE:9904,TWSE,9904,9904.TW,$2B-1B,6,N,N
TWSE:6414,TWSE,6414,6414.TW,$2B-1B,6,N,N
TSE:4118,TSE,4118,4118.T,$2B-1B,6,N,N
ASX:WAF,ASX,WAF,WAF.AX,$2B-1B,6,N,N
NYSE:WTTR,NYSE,WTTR,WTTR,$2B-1B,6,Y,N
NYSE:BKE,NYSE,BKE,BKE,$2B-1B,6,Y,N
NYSE:AERO,NYSE,AERO,AERO,$2B-1B,6,Y,N
NASDAQ:SLS,NASDAQ,SLS,SLS,$2B-1B,6,Y,N
NSE:JSWCEMENT,NSE,JSWCEMENT,JSWCEMENT.NS,$2B-1B,6,N,N
TWSE:2855,TWSE,2855,2855.TW,$2B-1B,6,N,N
NSE:ELGIEQUIP,NSE,ELGIEQUIP,ELGIEQUIP.NS,$2B-1B,6,N,N
NSE:CASTROLIND,NSE,CASTROLIND,CASTROLIND.NS,$2B-1B,6,N,N
ASX:PDN,ASX,PDN,PDN.AX,$2B-1B,6,N,N
TSE:3923,TSE,3923,3923.T,$2B-1B,6,N,N
NYSE:ELPC,NYSE,ELPC,ELPC,$2B-1B,6,Y,N
AMEX:SVM,AMEX,SVM,SVM,$2B-1B,6,Y,N
NSE:ECLERX,NSE,ECLERX,ECLERX.NS,$2B-1B,6,N,N
NYSE:SHO,NYSE,SHO,SHO,$2B-1B,6,Y,N
NASDAQ:SPSC,NASDAQ,SPSC,SPSC,$2B-1B,6,Y,N
NSE:FSL,NSE,FSL,FSL.NS,$2B-1B,6,N,N
TPEX:6121,TPEX,6121,6121.TWO,$2B-1B,6,N,N
TWSE:3030,TWSE,3030,3030.TW,$2B-1B,6,N,N
TSE:8570,TSE,8570,8570.T,$2B-1B,6,N,N
NASDAQ:HAPN,NASDAQ,HAPN,HAPN,$2B-1B,6,Y,N
NASDAQ:LFTO,NASDAQ,LFTO,LFTO,$2B-1B,6,Y,N
NASDAQ:VNET,NASDAQ,VNET,VNET,$2B-1B,6,Y,N
NYSE:GTY,NYSE,GTY,GTY,$2B-1B,6,Y,N
NASDAQ:IMNM,NASDAQ,IMNM,IMNM,$2B-1B,6,Y,N
NSE:VTL,NSE,VTL,VTL.NS,$2B-1B,6,N,N
NSE:TDPOWERSYS,NSE,TDPOWERSYS,TDPOWERSYS.NS,$2B-1B,6,N,N
TSE:1980,TSE,1980,1980.T,$2B-1B,6,N,N
NASDAQ:HSAI,NASDAQ,HSAI,HSAI,$2B-1B,6,Y,N
TSE:6135,TSE,6135,6135.T,$2B-1B,6,N,N
NSE:ATUL,NSE,ATUL,ATUL.NS,$2B-1B,6,N,N
NSE:EMAMILTD,NSE,EMAMILTD,EMAMILTD.NS,$2B-1B,6,N,N
TSE:9504,TSE,9504,9504.T,$2B-1B,6,N,N
NSE:CHOICEIN,NSE,CHOICEIN,CHOICEIN.NS,$2B-1B,6,N,N
TSE:4194,TSE,4194,4194.T,$2B-1B,6,N,N
NSE:CHALET,NSE,CHALET,CHALET.NS,$2B-1B,6,N,N
NSE:MTARTECH,NSE,MTARTECH,MTARTECH.NS,$2B-1B,6,N,N
NASDAQ:LILA,NASDAQ,LILA,LILA,$2B-1B,6,Y,N
NYSE:LTC,NYSE,LTC,LTC,$2B-1B,6,Y,N
NYSE:NWN,NYSE,NWN,NWN,$2B-1B,6,Y,N
TSE:3279,TSE,3279,3279.T,$2B-1B,6,N,N
NSE:AARTIIND,NSE,AARTIIND,AARTIIND.NS,$2B-1B,6,N,N
NSE:JYOTICNC,NSE,JYOTICNC,JYOTICNC.NS,$2B-1B,6,N,N
TSE:4666,TSE,4666,4666.T,$2B-1B,6,N,N
TSE:6432,TSE,6432,6432.T,$2B-1B,6,N,N
NSE:CIEINDIA,NSE,CIEINDIA,CIEINDIA.NS,$2B-1B,6,N,N
NYSE:PRKS,NYSE,PRKS,PRKS,$2B-1B,6,Y,N
KRX:097955,KRX,097955,,$2B-1B,6,N,Y
TSE:8078,TSE,8078,8078.T,$2B-1B,6,N,N
TSE:3309,TSE,3309,3309.T,$2B-1B,6,N,N
NYSE:KSS,NYSE,KSS,KSS,$2B-1B,6,Y,N
NYSE:CBZ,NYSE,CBZ,CBZ,$2B-1B,6,Y,N
NYSE:PLGO,NYSE,PLGO,PLGO,$2B-1B,6,Y,N
NASDAQ:AGIO,NASDAQ,AGIO,AGIO,$2B-1B,6,Y,N
NYSE:CCU,NYSE,CCU,CCU,$2B-1B,6,Y,N
NASDAQ:NEOG,NASDAQ,NEOG,NEOG,$2B-1B,6,Y,N
TSE:2607,TSE,2607,2607.T,$2B-1B,6,N,N
ASX:MTS,ASX,MTS,MTS.AX,$2B-1B,6,N,N
NSE:GMDCLTD,NSE,GMDCLTD,GMDCLTD.NS,$2B-1B,6,N,N
KRX:069960,KRX,069960,,$2B-1B,6,N,Y
NSE:BRIGADE,NSE,BRIGADE,BRIGADE.NS,$2B-1B,6,N,N
ASX:NWH,ASX,NWH,NWH.AX,$2B-1B,6,N,N
TSE:6417,TSE,6417,6417.T,$2B-1B,6,N,N
NASDAQ:CHA,NASDAQ,CHA,CHA,$2B-1B,6,Y,N
NYSE:GRC,NYSE,GRC,GRC,$2B-1B,6,Y,N
NASDAQ:GT,NASDAQ,GT,GT,$2B-1B,6,Y,N
NASDAQ:ASTH,NASDAQ,ASTH,ASTH,$2B-1B,6,Y,N
NASDAQ:HTFL,NASDAQ,HTFL,HTFL,$2B-1B,6,Y,N
TSE:5805,TSE,5805,5805.T,$2B-1B,6,N,N
NYSE:AIN,NYSE,AIN,AIN,$2B-1B,6,Y,N
NYSE:IMAX,NYSE,IMAX,IMAX,$2B-1B,6,Y,N
NYSE:BBUC,NYSE,BBUC,BBUC,$2B-1B,6,Y,N
NASDAQ:MLCO,NASDAQ,MLCO,MLCO,$2B-1B,6,Y,N
KRX:001450,KRX,001450,,$2B-1B,6,N,Y
NSE:TATACHEM,NSE,TATACHEM,TATACHEM.NS,$2B-1B,6,N,N
TSE:3401,TSE,3401,3401.T,$2B-1B,6,N,N
NSE:SARDAEN,NSE,SARDAEN,SARDAEN.NS,$2B-1B,6,N,N
KRX:031210,KRX,031210,,$2B-1B,6,N,Y
NYSE:FCF,NYSE,FCF,FCF,$2B-1B,6,Y,N
NYSE:MD,NYSE,MD,MD,$2B-1B,6,Y,N
NASDAQ:MESO,NASDAQ,MESO,MESO,$2B-1B,6,Y,N
NYSE:STC,NYSE,STC,STC,$2B-1B,6,Y,N
NYSE:SIND,NYSE,SIND,SIND,$2B-1B,6,Y,N
NASDAQ:MCRI,NASDAQ,MCRI,MCRI,$2B-1B,6,Y,N
NYSE:NUVB,NYSE,NUVB,NUVB,$2B-1B,6,Y,N
NASDAQ:IOSP,NASDAQ,IOSP,IOSP,$2B-1B,6,Y,N
KRX:251270,KRX,251270,,$2B-1B,6,N,Y
TSE:6925,TSE,6925,6925.T,$2B-1B,6,N,N
NSE:CHAMBLFERT,NSE,CHAMBLFERT,CHAMBLFERT.NS,$2B-1B,6,N,N
TWSE:9910,TWSE,9910,9910.TW,$2B-1B,6,N,N
KRX:103590,KRX,103590,,$2B-1B,6,N,Y
NYSE:SSMR,NYSE,SSMR,SSMR,$2B-1B,6,Y,N
TSE:8522,TSE,8522,8522.T,$2B-1B,6,N,N
NSE:CENTURYPLY,NSE,CENTURYPLY,CENTURYPLY.NS,$2B-1B,6,N,N
NSE:RATNAMANI,NSE,RATNAMANI,RATNAMANI.NS,$2B-1B,6,N,N
TPEX:5904,TPEX,5904,5904.TWO,$2B-1B,6,N,N
TSE:1417,TSE,1417,1417.T,$2B-1B,6,N,N
NSE:PSB,NSE,PSB,PSB.NS,$2B-1B,6,N,N
NASDAQ:AXGN,NASDAQ,AXGN,AXGN,$2B-1B,6,Y,N
TSE:9045,TSE,9045,9045.T,$2B-1B,6,N,N
TSE:3350,TSE,3350,3350.T,$2B-1B,6,N,N
TSE:8386,TSE,8386,8386.T,$2B-1B,6,N,N
TWSE:3450,TWSE,3450,3450.TW,$2B-1B,6,N,N
KRX:022100,KRX,022100,,$2B-1B,6,N,Y
NASDAQ:URGN,NASDAQ,URGN,URGN,$2B-1B,6,Y,N
NASDAQ:ADUS,NASDAQ,ADUS,ADUS,$2B-1B,6,Y,N
NASDAQ:AVAH,NASDAQ,AVAH,AVAH,$2B-1B,6,Y,N
NASDAQ:HRMY,NASDAQ,HRMY,HRMY,$2B-1B,6,Y,N
NSE:ABDL,NSE,ABDL,ABDL.NS,$2B-1B,6,N,N
NSE:LMW,NSE,LMW,LMW.NS,$2B-1B,6,N,N
NYSE:SPB,NYSE,SPB,SPB,$2B-1B,6,Y,N
NYSE:HMN,NYSE,HMN,HMN,$2B-1B,6,Y,N
NASDAQ:SGRY,NASDAQ,SGRY,SGRY,$2B-1B,6,Y,N
NASDAQ:NRIX,NASDAQ,NRIX,NRIX,$2B-1B,6,Y,N
NYSE:VSTS,NYSE,VSTS,VSTS,$2B-1B,6,Y,N
TSE:8242,TSE,8242,8242.T,$2B-1B,6,N,N
TSE:2206,TSE,2206,2206.T,$2B-1B,6,N,N
TSE:8361,TSE,8361,8361.T,$2B-1B,6,N,N
TSE:8544,TSE,8544,8544.T,$2B-1B,6,N,N
TSE:4061,TSE,4061,4061.T,$2B-1B,6,N,N
TSE:6278,TSE,6278,6278.T,$2B-1B,6,N,N
TWSE:6949,TWSE,6949,6949.TW,$2B-1B,6,N,N
NASDAQ:SION,NASDAQ,SION,SION,$2B-1B,6,Y,N
NASDAQ:ATEX,NASDAQ,ATEX,ATEX,$2B-1B,6,Y,N
KRX:214150,KRX,214150,,$2B-1B,6,N,Y
TWSE:8454,TWSE,8454,8454.TW,$2B-1B,6,N,N
TSE:9044,TSE,9044,9044.T,$2B-1B,6,N,N
NSE:POLYMED,NSE,POLYMED,POLYMED.NS,$2B-1B,6,N,N
KRX:036460,KRX,036460,,$2B-1B,6,N,Y
TSE:8388,TSE,8388,8388.T,$2B-1B,6,N,N
NASDAQ:FLYW,NASDAQ,FLYW,FLYW,$2B-1B,6,Y,N
NYSE:ARR,NYSE,ARR,ARR,$2B-1B,6,Y,N
NSE:JINDALSAW,NSE,JINDALSAW,JINDALSAW.NS,$2B-1B,6,N,N
TSE:4680,TSE,4680,4680.T,$2B-1B,6,N,N
KRX:035250,KRX,035250,,$2B-1B,6,N,Y
TSX:FRU,TSX,FRU,FRU.TO,$2B-1B,6,N,N
TSE:4902,TSE,4902,4902.T,$2B-1B,6,N,N
NYSE:DEI,NYSE,DEI,DEI,$2B-1B,6,Y,N
NYSE:BOBS,NYSE,BOBS,BOBS,$2B-1B,6,Y,N
NYSE:TGLS,NYSE,TGLS,TGLS,$2B-1B,6,Y,N
TWSE:2845,TWSE,2845,2845.TW,$2B-1B,6,N,N
NSE:COHANCE,NSE,COHANCE,COHANCE.NS,$2B-1B,6,N,N
NASDAQ:BCRX,NASDAQ,BCRX,BCRX,$2B-1B,6,Y,N
NASDAQ:CNXN,NASDAQ,CNXN,CNXN,$2B-1B,6,Y,N
NASDAQ:EVCM,NASDAQ,EVCM,EVCM,$2B-1B,6,Y,N
NYSE:AGL,NYSE,AGL,AGL,$2B-1B,6,Y,N
NSE:NATCOPHARM,NSE,NATCOPHARM,NATCOPHARM.NS,$2B-1B,6,N,N
ASX:MFF,ASX,MFF,MFF.AX,$2B-1B,6,N,N
NSE:ASTRAMICRO,NSE,ASTRAMICRO,ASTRAMICRO.NS,$2B-1B,6,N,N
NASDAQ:KARD,NASDAQ,KARD,KARD,$2B-1B,6,Y,N
NASDAQ:NEXT,NASDAQ,NEXT,NEXT,$2B-1B,6,Y,N
NASDAQ:SRCE,NASDAQ,SRCE,SRCE,$2B-1B,6,Y,N
NYSE:NGL,NYSE,NGL,NGL,$2B-1B,6,Y,N
ASX:MSB,ASX,MSB,MSB.AX,$2B-1B,6,N,N
KRX:095610,KRX,095610,,$2B-1B,6,N,Y
KRX:383220,KRX,383220,,$2B-1B,6,N,Y
KRX:139130,KRX,139130,,$2B-1B,6,N,Y
TPEX:3363,TPEX,3363,3363.TWO,$2B-1B,6,N,N
NASDAQ:NBTX,NASDAQ,NBTX,NBTX,$2B-1B,6,Y,N
NYSE:ALG,NYSE,ALG,ALG,$2B-1B,6,Y,N
NASDAQ:INTA,NASDAQ,INTA,INTA,$2B-1B,6,Y,N
NSE:ARE&M,NSE,ARE&M,ARE&M.NS,$2B-1B,6,N,N
NASDAQ:GHRS,NASDAQ,GHRS,GHRS,$2B-1B,6,Y,N
NSE:CROMPTON,NSE,CROMPTON,CROMPTON.NS,$2B-1B,6,N,N
NSE:PGEL,NSE,PGEL,PGEL.NS,$2B-1B,6,N,N
NASDAQ:MBX,NASDAQ,MBX,MBX,$2B-1B,6,Y,N
NASDAQ:MRVI,NASDAQ,MRVI,MRVI,$2B-1B,6,Y,N
NYSE:XHR,NYSE,XHR,XHR,$2B-1B,6,Y,N
NASDAQ:AUPH,NASDAQ,AUPH,AUPH,$2B-1B,6,Y,N
NASDAQ:CDNA,NASDAQ,CDNA,CDNA,$2B-1B,6,Y,N
NASDAQ:GSHD,NASDAQ,GSHD,GSHD,$2B-1B,6,Y,N
NYSE:TFIN,NYSE,TFIN,TFIN,$2B-1B,6,Y,N
NYSE:DX,NYSE,DX,DX,$2B-1B,6,Y,N
NSE:THELEELA,NSE,THELEELA,THELEELA.NS,$2B-1B,6,N,N
KRX:097950,KRX,097950,,$2B-1B,6,N,Y
NASDAQ:MFP,NASDAQ,MFP,MFP,$2B-1B,6,Y,N
NASDAQ:CHCO,NASDAQ,CHCO,CHCO,$2B-1B,6,Y,N
NSE:SYNGENE,NSE,SYNGENE,SYNGENE.NS,$2B-1B,6,N,N
NSE:ZENTEC,NSE,ZENTEC,ZENTEC.NS,$2B-1B,6,N,N
NSE:BASF,NSE,BASF,BASF.NS,$2B-1B,6,N,N
KRX:028670,KRX,028670,,$2B-1B,6,N,Y
KRX:018880,KRX,018880,,$2B-1B,6,N,Y
NYSE:UTI,NYSE,UTI,UTI,$2B-1B,6,Y,N
NASDAQ:ADMA,NASDAQ,ADMA,ADMA,$2B-1B,6,Y,N
NASDAQ:SNDX,NASDAQ,SNDX,SNDX,$2B-1B,6,Y,N
NASDAQ:HCM,NASDAQ,HCM,HCM,$2B-1B,6,Y,N
NASDAQ:HYMC,NASDAQ,HYMC,HYMC,$2B-1B,6,Y,N
NASDAQ:BRUN,NASDAQ,BRUN,BRUN,$2B-1B,6,Y,N
KRX:011780,KRX,011780,,$2B-1B,6,N,Y
NSE:OLAELEC,NSE,OLAELEC,OLAELEC.NS,$2B-1B,6,N,N
NSE:NAVA,NSE,NAVA,NAVA.NS,$2B-1B,6,N,N
NYSE:GNL,NYSE,GNL,GNL,$2B-1B,6,Y,N
TWSE:3167,TWSE,3167,3167.TW,$2B-1B,6,N,N
KRX:214370,KRX,214370,,$2B-1B,6,N,Y
TWSE:2637,TWSE,2637,2637.TW,$2B-1B,6,N,N
NSE:FIVESTAR,NSE,FIVESTAR,FIVESTAR.NS,$2B-1B,6,N,N
NSE:KANSAINER,NSE,KANSAINER,KANSAINER.NS,$2B-1B,6,N,N
NYSE:BRSL,NYSE,BRSL,BRSL,$2B-1B,6,Y,N
NYSE:FLOC,NYSE,FLOC,FLOC,$2B-1B,6,Y,N
NSE:CLEANMAX,NSE,CLEANMAX,CLEANMAX.NS,$2B-1B,6,N,N
NSE:CCL,NSE,CCL,CCL.NS,$2B-1B,6,N,N
ASX:MND,ASX,MND,MND.AX,$2B-1B,6,N,N
NASDAQ:KARO,NASDAQ,KARO,KARO,$2B-1B,6,Y,N
NYSE:WMK,NYSE,WMK,WMK,$2B-1B,6,Y,N
NASDAQ:JBLU,NASDAQ,JBLU,JBLU,$2B-1B,6,Y,N
NASDAQ:EZPW,NASDAQ,EZPW,EZPW,$2B-1B,6,Y,N
NSE:APLLTD,NSE,APLLTD,APLLTD.NS,$2B-1B,6,N,N
NSE:BIKAJI,NSE,BIKAJI,BIKAJI.NS,$2B-1B,6,N,N
ASX:SUL,ASX,SUL,SUL.AX,$2B-1B,6,N,N
TWSE:3006,TWSE,3006,3006.TW,$2B-1B,6,N,N
TSX:WTE,TSX,WTE,WTE.TO,$2B-1B,6,N,N
TWSE:3583,TWSE,3583,3583.TW,$2B-1B,6,N,N
NASDAQ:TCBK,NASDAQ,TCBK,TCBK,$2B-1B,6,Y,N
NASDAQ:TILE,NASDAQ,TILE,TILE,$2B-1B,6,Y,N
NASDAQ:ZD,NASDAQ,ZD,ZD,$2B-1B,6,Y,N
NASDAQ:OCUL,NASDAQ,OCUL,OCUL,$2B-1B,6,Y,N
NASDAQ:LKFT,NASDAQ,LKFT,LKFT,$2B-1B,6,Y,N
NSE:JBMA,NSE,JBMA,JBMA.NS,$2B-1B,6,N,N
TWSE:8039,TWSE,8039,8039.TW,$2B-1B,6,N,N
NYSE:INVX,NYSE,INVX,INVX,$2B-1B,6,Y,N
NASDAQ:ECPG,NASDAQ,ECPG,ECPG,$2B-1B,6,Y,N
NASDAQ:BWIN,NASDAQ,BWIN,BWIN,$2B-1B,6,Y,N
NYSE:LPG,NYSE,LPG,LPG,$2B-1B,6,Y,N
TSX:CCA,TSX,CCA,CCA.TO,$2B-1B,6,N,N
NSE:DCMSHRIRAM,NSE,DCMSHRIRAM,DCMSHRIRAM.NS,$2B-1B,6,N,N
NSE:MINDACORP,NSE,MINDACORP,MINDACORP.NS,$2B-1B,6,N,N
NSE:GPIL,NSE,GPIL,GPIL.NS,$2B-1B,6,N,N
TSX:WPK,TSX,WPK,WPK.TO,$2B-1B,6,N,N
NASDAQ:APXT,NASDAQ,APXT,APXT,$2B-1B,6,Y,N
NYSE:LOB,NYSE,LOB,LOB,$2B-1B,6,Y,N
NYSE:PRLB,NYSE,PRLB,PRLB,$2B-1B,6,Y,N
KRX:336260,KRX,336260,,$2B-1B,6,N,Y
TPEX:3211,TPEX,3211,3211.TWO,$2B-1B,6,N,N
KRX:011785,KRX,011785,,$2B-1B,6,N,Y
NSE:TBOTEK,NSE,TBOTEK,TBOTEK.NS,$2B-1B,6,N,N
TWSE:8021,TWSE,8021,8021.TW,$2B-1B,6,N,N
NSE:NIVABUPA,NSE,NIVABUPA,NIVABUPA.NS,$2B-1B,6,N,N
TWSE:2634,TWSE,2634,2634.TW,$2B-1B,6,N,N
NASDAQ:WB,NASDAQ,WB,WB,$2B-1B,6,Y,N
NSE:JUBLPHARMA,NSE,JUBLPHARMA,JUBLPHARMA.NS,$2B-1B,6,N,N
TSX:TVK,TSX,TVK,TVK.TO,$2B-1B,6,N,N
NSE:GRWRHITECH,NSE,GRWRHITECH,GRWRHITECH.NS,$2B-1B,6,N,N
NSE:WELSPUNLIV,NSE,WELSPUNLIV,WELSPUNLIV.NS,$2B-1B,6,N,N
NASDAQ:OMCL,NASDAQ,OMCL,OMCL,$2B-1B,6,Y,N
NYSE:TY,NYSE,TY,TY,$2B-1B,6,Y,N
NASDAQ:TYRA,NASDAQ,TYRA,TYRA,$2B-1B,6,Y,N
NASDAQ:UFPT,NASDAQ,UFPT,UFPT,$2B-1B,6,Y,N
NASDAQ:CASH,NASDAQ,CASH,CASH,$2B-1B,6,Y,N
NYSE:HAWK,NYSE,HAWK,HAWK,$2B-1B,6,Y,N
NYSE:WKC,NYSE,WKC,WKC,$2B-1B,6,Y,N
NYSE:NVRI,NYSE,NVRI,NVRI,$2B-1B,6,Y,N
NSE:ABREL,NSE,ABREL,ABREL.NS,$2B-1B,6,N,N
TWSE:2481,TWSE,2481,2481.TW,$2B-1B,6,N,N
KRX:33626L,KRX,33626L,,$2B-1B,6,N,Y
NSE:KSB,NSE,KSB,KSB.NS,$2B-1B,6,N,N
NSE:FINCABLES,NSE,FINCABLES,FINCABLES.NS,$2B-1B,6,N,N
ASX:DBI,ASX,DBI,DBI.AX,$2B-1B,6,N,N
KRX:347850,KRX,347850,,$2B-1B,6,N,Y
NYSE:DRD,NYSE,DRD,DRD,$2B-1B,6,Y,N
NYSE:CCS,NYSE,CCS,CCS,$2B-1B,6,Y,N
NASDAQ:DMRA,NASDAQ,DMRA,DMRA,$2B-1B,6,Y,N
NYSE:SAM,NYSE,SAM,SAM,$2B-1B,6,Y,N
NYSE:ECO,NYSE,ECO,ECO,$2B-1B,6,Y,N
TWSE:2455,TWSE,2455,2455.TW,$2B-1B,6,N,N
TSX:GTWO,TSX,GTWO,GTWO.TO,$2B-1B,6,N,N
TSX:SGD,TSX,SGD,SGD.TO,$2B-1B,6,N,N
KRX:302440,KRX,302440,,$2B-1B,6,N,Y
NYSE:NSP,NYSE,NSP,NSP,$2B-1B,6,Y,N
NYSE:AMR,NYSE,AMR,AMR,$2B-1B,6,Y,N
NASDAQ:WGS,NASDAQ,WGS,WGS,$2B-1B,6,Y,N
NASDAQ:PRDO,NASDAQ,PRDO,PRDO,$2B-1B,6,Y,N
TWSE:3406,TWSE,3406,3406.TW,$2B-1B,6,N,N
NSE:FRACTAL,NSE,FRACTAL,FRACTAL.NS,$2B-1B,6,N,N
NYSE:CPRI,NYSE,CPRI,CPRI,$2B-1B,6,Y,N
NASDAQ:IOVA,NASDAQ,IOVA,IOVA,$2B-1B,6,Y,N
NYSE:CMRE,NYSE,CMRE,CMRE,$2B-1B,6,Y,N
NYSE:AESI,NYSE,AESI,AESI,$2B-1B,6,Y,N
TSX:ABRA,TSX,ABRA,ABRA.TO,$2B-1B,6,N,N
KRX:950160,KRX,950160,,$2B-1B,6,N,Y
NSE:SOBHA,NSE,SOBHA,SOBHA.NS,$2B-1B,6,N,N
NYSE:IIPR,NYSE,IIPR,IIPR,$2B-1B,6,Y,N
NSE:AGARWALEYE,NSE,AGARWALEYE,AGARWALEYE.NS,$2B-1B,6,N,N
NSE:KFINTECH,NSE,KFINTECH,KFINTECH.NS,$2B-1B,6,N,N
TPEX:3163,TPEX,3163,3163.TWO,$2B-1B,6,N,N
KRX:026960,KRX,026960,,$2B-1B,6,N,Y
TSX:ALS,TSX,ALS,ALS.TO,$2B-1B,6,N,N
NSE:RAINBOW,NSE,RAINBOW,RAINBOW.NS,$2B-1B,6,N,N
KRX:004800,KRX,004800,,$2B-1B,6,N,Y
NSE:USHAMART,NSE,USHAMART,USHAMART.NS,$2B-1B,6,N,N
NSE:FINEORG,NSE,FINEORG,FINEORG.NS,$2B-1B,6,N,N
NSE:KPITTECH,NSE,KPITTECH,KPITTECH.NS,$2B-1B,6,N,N
NASDAQ:ALGT,NASDAQ,ALGT,ALGT,$2B-1B,6,Y,N
NYSE:GEL,NYSE,GEL,GEL,$2B-1B,6,Y,N
NYSE:EVTC,NYSE,EVTC,EVTC,$2B-1B,6,Y,N
NYSE:XPRO,NYSE,XPRO,XPRO,$2B-1B,6,Y,N
NASDAQ:VERX,NASDAQ,VERX,VERX,$2B-1B,6,Y,N
NYSE:RVLV,NYSE,RVLV,RVLV,$2B-1B,6,Y,N
NASDAQ:MLYS,NASDAQ,MLYS,MLYS,$2B-1B,6,Y,N
NSE:IGIL,NSE,IGIL,IGIL.NS,$2B-1B,6,N,N
NSE:AZAD,NSE,AZAD,AZAD.NS,$2B-1B,6,N,N
NSE:HAPPYFORGE,NSE,HAPPYFORGE,HAPPYFORGE.NS,$2B-1B,6,N,N
NYSE:NTST,NYSE,NTST,NTST,$2B-1B,6,Y,N
NYSE:WS,NYSE,WS,WS,$2B-1B,6,Y,N
NASDAQ:AAPG,NASDAQ,AAPG,AAPG,$2B-1B,6,Y,N
NASDAQ:NCNO,NASDAQ,NCNO,NCNO,$2B-1B,6,Y,N
NASDAQ:IMCR,NASDAQ,IMCR,IMCR,$2B-1B,6,Y,N
NYSE:FUN,NYSE,FUN,FUN,$2B-1B,6,Y,N
NASDAQ:BVC,NASDAQ,BVC,BVC,$2B-1B,6,Y,N
KRX:011170,KRX,011170,,$2B-1B,6,N,Y
KRX:005850,KRX,005850,,$2B-1B,6,N,Y
TSX:MTL,TSX,MTL,MTL.TO,$2B-1B,6,N,N
NYSE:PRG,NYSE,PRG,PRG,$2B-1B,6,Y,N
NASDAQ:HURN,NASDAQ,HURN,HURN,$2B-1B,6,Y,N
NYSE:NEXA,NYSE,NEXA,NEXA,$2B-1B,6,Y,N
NASDAQ:GABC,NASDAQ,GABC,GABC,$2B-1B,6,Y,N
NSE:KIRLOSBROS,NSE,KIRLOSBROS,KIRLOSBROS.NS,$2B-1B,6,N,N
NSE:HONASA,NSE,HONASA,HONASA.NS,$2B-1B,6,N,N
TWSE:3042,TWSE,3042,3042.TW,$2B-1B,6,N,N
NASDAQ:NN,NASDAQ,NN,NN,$2B-1B,6,Y,N
NASDAQ:GENB,NASDAQ,GENB,GENB,$2B-1B,6,Y,N
NASDAQ:ABCL,NASDAQ,ABCL,ABCL,$2B-1B,6,Y,N
NYSE:FLO,NYSE,FLO,FLO,$2B-1B,6,Y,N
NASDAQ:STBA,NASDAQ,STBA,STBA,$2B-1B,6,Y,N
KRX:006360,KRX,006360,,$2B-1B,6,N,Y
ASX:RGN,ASX,RGN,RGN.AX,$2B-1B,6,N,N
