tv_ticker,exchange,local_symbol,vendor_symbol,mcap_band,mcap_decile_file,us_listed,symbol_needs_manual_map
KRX:005935,KRX,005935,,$5.2T-31B,1,N,Y
NYSE:XOM,NYSE,XOM,XOM,$5.2T-31B,1,Y,N
NYSE:ABBV,NYSE,ABBV,ABBV,$5.2T-31B,1,Y,N
HKEX:1398,HKEX,1398,1398.HK,$5.2T-31B,1,N,N
NYSE:CVX,NYSE,CVX,CVX,$5.2T-31B,1,Y,N
LSE:HSBA,LSE,HSBA,HSBA.L,$5.2T-31B,1,N,N
HKEX:3750,HKEX,3750,3750.HK,$5.2T-31B,1,N,N
NYSE:KO,NYSE,KO,KO,$5.2T-31B,1,Y,N
NYSE:HSBC,NYSE,HSBC,HSBC,$5.2T-31B,1,Y,N
SSE:601398,SSE,601398,601398.SS,$5.2T-31B,1,N,N
NYSE:PG,NYSE,PG,PG,$5.2T-31B,1,Y,N
SIX:ROP,SIX,ROP,ROP.SW,$5.2T-31B,1,N,N
NYSE:GS,NYSE,GS,GS,$5.2T-31B,1,Y,N
HKEX:857,HKEX,857,0857.HK,$5.2T-31B,1,N,N
NYSE:MRK,NYSE,MRK,MRK,$5.2T-31B,1,Y,N
TSX:RY,TSX,RY,RY.TO,$5.2T-31B,1,N,N
NYSE:PM,NYSE,PM,PM,$5.2T-31B,1,Y,N
SIX:NOVN,SIX,NOVN,NOVN.SW,$5.2T-31B,1,N,N
SSE:601288,SSE,601288,601288.SS,$5.2T-31B,1,N,N
NYSE:RY,NYSE,RY,RY,$5.2T-31B,1,Y,N
NYSE:NVS,NYSE,NVS,NVS,$5.2T-31B,1,Y,N
HKEX:3988,HKEX,3988,3988.HK,$5.2T-31B,1,N,N
SSE:601939,SSE,601939,601939.SS,$5.2T-31B,1,N,N
HKEX:9988,HKEX,9988,9988.HK,$5.2T-31B,1,N,N
SIX:NESN,SIX,NESN,NESN.SW,$5.2T-31B,1,N,N
EURONEXT:MC,EURONEXT,MC,,$5.2T-31B,1,N,Y
HKEX:939,HKEX,939,0939.HK,$5.2T-31B,1,N,N
LSE:AZN,LSE,AZN,AZN.L,$5.2T-31B,1,N,N
TSE:8306,TSE,8306,8306.T,$5.2T-31B,1,N,N
HKEX:1288,HKEX,1288,1288.HK,$5.2T-31B,1,N,N
SSE:601857,SSE,601857,601857.SS,$5.2T-31B,1,N,N
NYSE:MUFG,NYSE,MUFG,MUFG,$5.2T-31B,1,Y,N
EURONEXT:SHELL,EURONEXT,SHELL,,$5.2T-31B,1,N,Y
SSE:601988,SSE,601988,601988.SS,$5.2T-31B,1,N,N
NYSE:SHEL,NYSE,SHEL,SHEL,$5.2T-31B,1,Y,N
XETR:SIE,XETR,SIE,SIE.DE,$5.2T-31B,1,N,N
EURONEXT:OR,EURONEXT,OR,,$5.2T-31B,1,N,Y
OMXCOP:NOVO_B,OMXCOP,NOVO_B,NOVO_B.CO,$5.2T-31B,1,N,N
TSE:7203,TSE,7203,7203.T,$5.2T-31B,1,N,N
HKEX:941,HKEX,941,0941.HK,$5.2T-31B,1,N,N
NYSE:BHP,NYSE,BHP,BHP,$5.2T-31B,1,Y,N
NYSE:TM,NYSE,TM,TM,$5.2T-31B,1,Y,N
SZSE:300750,SZSE,300750,300750.SZ,$5.2T-31B,1,N,N
SSE:600519,SSE,600519,600519.SS,$5.2T-31B,1,N,N
NSE:RELIANCE,NSE,RELIANCE,RELIANCE.NS,$5.2T-31B,1,N,N
EURONEXT:RMS,EURONEXT,RMS,,$5.2T-31B,1,N,Y
TSX:TD,TSX,TD,TD.TO,$5.2T-31B,1,N,N
NYSE:TD,NYSE,TD,TD,$5.2T-31B,1,Y,N
NYSE:SAN,NYSE,SAN,SAN,$5.2T-31B,1,Y,N
SSE:600941,SSE,600941,600941.SS,$5.2T-31B,1,N,N
ASX:BHP,ASX,BHP,BHP.AX,$5.2T-31B,1,N,N
NASDAQ:AMGN,NASDAQ,AMGN,AMGN,$5.2T-31B,1,Y,N
NYSE:TMO,NYSE,TMO,TMO,$5.2T-31B,1,Y,N
EURONEXT:TTE,EURONEXT,TTE,,$5.2T-31B,1,N,Y
EURONEXT:AIR,EURONEXT,AIR,,$5.2T-31B,1,N,Y
XETR:ALV,XETR,ALV,ALV.DE,$5.2T-31B,1,N,N
ASX:CBA,ASX,CBA,CBA.AX,$5.2T-31B,1,N,N
NYSE:TTE,NYSE,TTE,TTE,$5.2T-31B,1,Y,N
NASDAQ:PEP,NASDAQ,PEP,PEP,$5.2T-31B,1,Y,N
SIX:ABBN,SIX,ABBN,ABBN.SW,$5.2T-31B,1,N,N
NYSE:ABT,NYSE,ABT,ABT,$5.2T-31B,1,Y,N
NYSE:SCHW,NYSE,SCHW,SCHW,$5.2T-31B,1,Y,N
NYSE:UNP,NYSE,UNP,UNP,$5.2T-31B,1,Y,N
ASX:RIO,ASX,RIO,RIO.AX,$5.2T-31B,1,N,N
NYSE:WELL,NYSE,WELL,WELL,$5.2T-31B,1,Y,N
NYSE:UBS,NYSE,UBS,UBS,$5.2T-31B,1,Y,N
TSE:8316,TSE,8316,8316.T,$5.2T-31B,1,N,N
NYSE:TJX,NYSE,TJX,TJX,$5.2T-31B,1,Y,N
HKEX:2628,HKEX,2628,2628.HK,$5.2T-31B,1,N,N
NYSE:DE,NYSE,DE,DE,$5.2T-31B,1,Y,N
EURONEXT:ABI,EURONEXT,ABI,,$5.2T-31B,1,N,Y
SIX:UBSG,SIX,UBSG,UBSG.SW,$5.2T-31B,1,N,N
NYSE:BLK,NYSE,BLK,BLK,$5.2T-31B,1,Y,N
NYSE:SCCO,NYSE,SCCO,SCCO,$5.2T-31B,1,Y,N
NYSE:BUD,NYSE,BUD,BUD,$5.2T-31B,1,Y,N
EURONEXT:SAF,EURONEXT,SAF,,$5.2T-31B,1,N,Y
NYSE:TBB,NYSE,TBB,TBB,$5.2T-31B,1,Y,N
HKEX:3968,HKEX,3968,3968.HK,$5.2T-31B,1,N,N
SSE:601138,SSE,601138,601138.SS,$5.2T-31B,1,N,N
LSE:RR,LSE,RR,RR.L,$5.2T-31B,1,N,N
TSE:9983,TSE,9983,9983.T,$5.2T-31B,1,N,N
XETR:DTE,XETR,DTE,DTE.DE,$5.2T-31B,1,N,N
NASDAQ:SHOP,NASDAQ,SHOP,SHOP,$5.2T-31B,1,Y,N
XETR:ENR,XETR,ENR,ENR.DE,$5.2T-31B,1,N,N
LSE:RIO,LSE,RIO,RIO.L,$5.2T-31B,1,N,N
SSE:601628,SSE,601628,601628.SS,$5.2T-31B,1,N,N
NYSE:RIO,NYSE,RIO,RIO,$5.2T-31B,1,Y,N
HKEX:883,HKEX,883,0883.HK,$5.2T-31B,1,N,N
NSE:BHARTIARTL,NSE,BHARTIARTL,BHARTIARTL.NS,$5.2T-31B,1,N,N
MIL:UCG,MIL,UCG,UCG.MI,$5.2T-31B,1,N,N
SSE:600938,SSE,600938,600938.SS,$5.2T-31B,1,N,N
NYSE:COP,NYSE,COP,COP,$5.2T-31B,1,Y,N
NYSE:BBVA,NYSE,BBVA,BBVA,$5.2T-31B,1,Y,N
SIX:CFR,SIX,CFR,CFR.SW,$5.2T-31B,1,N,N
NYSE:CVS,NYSE,CVS,CVS,$5.2T-31B,1,Y,N
NSE:HDFCBANK,NSE,HDFCBANK,HDFCBANK.NS,$5.2T-31B,1,N,N
NASDAQ:BKNG,NASDAQ,BKNG,BKNG,$5.2T-31B,1,Y,N
TSE:6501,TSE,6501,6501.T,$5.2T-31B,1,N,N
EURONEXT:BNP,EURONEXT,BNP,,$5.2T-31B,1,N,Y
EURONEXT:UNA,EURONEXT,UNA,,$5.2T-31B,1,N,Y
NYSE:PLD,NYSE,PLD,PLD,$5.2T-31B,1,Y,N
LSE:BATS,LSE,BATS,BATS.L,$5.2T-31B,1,N,N
NYSE:BTI,NYSE,BTI,BTI,$5.2T-31B,1,Y,N
NYSE:UL,NYSE,UL,UL,$5.2T-31B,1,Y,N
MIL:ISP,MIL,ISP,ISP.MI,$5.2T-31B,1,N,N
HKEX:2318,HKEX,2318,2318.HK,$5.2T-31B,1,N,N
TSE:8411,TSE,8411,8411.T,$5.2T-31B,1,N,N
NYSE:CB,NYSE,CB,CB,$5.2T-31B,1,Y,N
NYSE:AZN,NYSE,AZN,AZN,$5.2T-31B,1,Y,N
TSE:6758,TSE,6758,6758.T,$5.2T-31B,1,N,N
OMXSTO:INVE_B,OMXSTO,INVE_B,INVE_B.ST,$5.2T-31B,1,N,N
TSX:BMO,TSX,BMO,BMO.TO,$5.2T-31B,1,N,N
SSE:601088,SSE,601088,601088.SS,$5.2T-31B,1,N,N
NYSE:MFG,NYSE,MFG,MFG,$5.2T-31B,1,Y,N
SSE:600036,SSE,600036,600036.SS,$5.2T-31B,1,N,N
TSX:ENB,TSX,ENB,ENB.TO,$5.2T-31B,1,N,N
NYSE:DHR,NYSE,DHR,DHR,$5.2T-31B,1,Y,N
NYSE:BMO,NYSE,BMO,BMO,$5.2T-31B,1,Y,N
NYSE:BMY,NYSE,BMY,BMY,$5.2T-31B,1,Y,N
NYSE:COF,NYSE,COF,COF,$5.2T-31B,1,Y,N
NSE:ICICIBANK,NSE,ICICIBANK,ICICIBANK.NS,$5.2T-31B,1,N,N
NYSE:SONY,NYSE,SONY,SONY,$5.2T-31B,1,Y,N
SSE:601318,SSE,601318,601318.SS,$5.2T-31B,1,N,N
NYSE:ENB,NYSE,ENB,ENB,$5.2T-31B,1,Y,N
NYSE:PH,NYSE,PH,PH,$5.2T-31B,1,Y,N
NYSE:PBR,NYSE,PBR,PBR,$5.2T-31B,1,Y,N
NYSE:MO,NYSE,MO,MO,$5.2T-31B,1,Y,N
NASDAQ:VRTX,NASDAQ,VRTX,VRTX,$5.2T-31B,1,Y,N
NYSE:SYK,NYSE,SYK,SYK,$5.2T-31B,1,Y,N
NYSE:PGR,NYSE,PGR,PGR,$5.2T-31B,1,Y,N
NYSE:HDB,NYSE,HDB,HDB,$5.2T-31B,1,Y,N
NASDAQ:PDD,NASDAQ,PDD,PDD,$5.2T-31B,1,Y,N
KRX:402340,KRX,402340,,$5.2T-31B,1,N,Y
MIL:ENEL,MIL,ENEL,ENEL.MI,$5.2T-31B,1,N,N
HKEX:2899,HKEX,2899,2899.HK,$5.2T-31B,1,N,N
SIX:ZURN,SIX,ZURN,ZURN.SW,$5.2T-31B,1,N,N
TSE:8058,TSE,8058,8058.T,$5.2T-31B,1,N,N
NYSE:LOW,NYSE,LOW,LOW,$5.2T-31B,1,Y,N
HKEX:1088,HKEX,1088,1088.HK,$5.2T-31B,1,N,N
NYSE:BP,NYSE,BP,BP,$5.2T-31B,1,Y,N
NSE:SBIN,NSE,SBIN,SBIN.NS,$5.2T-31B,1,N,N
LSE:BP,LSE,BP,BP.L,$5.2T-31B,1,N,N
NYSE:HWM,NYSE,HWM,HWM,$5.2T-31B,1,Y,N
TSX:CM,TSX,CM,CM.TO,$5.2T-31B,1,N,N
TSE:6861,TSE,6861,6861.T,$5.2T-31B,1,N,N
SSE:601899,SSE,601899,601899.SS,$5.2T-31B,1,N,N
TSE:6098,TSE,6098,6098.T,$5.2T-31B,1,N,N
TSX:BNS,TSX,BNS,BNS.TO,$5.2T-31B,1,N,N
NYSE:BNY,NYSE,BNY,BNY,$5.2T-31B,1,Y,N
NYSE:CM,NYSE,CM,CM,$5.2T-31B,1,Y,N
SZSE:002594,SZSE,002594,002594.SZ,$5.2T-31B,1,N,N
EURONEXT:SAN,EURONEXT,SAN,,$5.2T-31B,1,N,Y
EURONEXT:CS,EURONEXT,CS,,$5.2T-31B,1,N,Y
NYSE:SOMN,NYSE,SOMN,SOMN,$5.2T-31B,1,Y,N
NYSE:SO,NYSE,SO,SO,$5.2T-31B,1,Y,N
NYSE:BNS,NYSE,BNS,BNS,$5.2T-31B,1,Y,N
NYSE:SOJE,NYSE,SOJE,SOJE,$5.2T-31B,1,Y,N
NASDAQ:SNY,NASDAQ,SNY,SNY,$5.2T-31B,1,Y,N
NYSE:IBN,NYSE,IBN,IBN,$5.2T-31B,1,Y,N
NYSE:TT,NYSE,TT,TT,$5.2T-31B,1,Y,N
NYSE:MDT,NYSE,MDT,MDT,$5.2T-31B,1,Y,N
HKEX:1211,HKEX,1211,1211.HK,$5.2T-31B,1,N,N
LSE:GSK,LSE,GSK,GSK.L,$5.2T-31B,1,N,N
HKEX:1299,HKEX,1299,1299.HK,$5.2T-31B,1,N,N
OMXSTO:ATCO_A,OMXSTO,ATCO_A,ATCO_A.ST,$5.2T-31B,1,N,N
NYSE:GSK,NYSE,GSK,GSK,$5.2T-31B,1,Y,N
NASDAQ:EQIX,NASDAQ,EQIX,EQIX,$5.2T-31B,1,Y,N
NYSE:PNC,NYSE,PNC,PNC,$5.2T-31B,1,Y,N
NYSE:SMFG,NYSE,SMFG,SMFG,$5.2T-31B,1,Y,N
NYSE:GD,NYSE,GD,GD,$5.2T-31B,1,Y,N
NYSE:USB,NYSE,USB,USB,$5.2T-31B,1,Y,N
NYSE:DUK,NYSE,DUK,DUK,$5.2T-31B,1,Y,N
NYSE:ING,NYSE,ING,ING,$5.2T-31B,1,Y,N
TSX:CNQ,TSX,CNQ,CNQ.TO,$5.2T-31B,1,N,N
EURONEXT:INGA,EURONEXT,INGA,,$5.2T-31B,1,N,Y
NYSE:BNH,NYSE,BNH,BNH,$5.2T-31B,1,Y,N
NASDAQ:MAR,NASDAQ,MAR,MAR,$5.2T-31B,1,Y,N
NASDAQ:ADP,NASDAQ,ADP,ADP,$5.2T-31B,1,Y,N
TSE:8766,TSE,8766,8766.T,$5.2T-31B,1,N,N
NYSE:MCK,NYSE,MCK,MCK,$5.2T-31B,1,Y,N
TSX:BN,TSX,BN,BN.TO,$5.2T-31B,1,N,N
LSE:BARC,LSE,BARC,BARC.L,$5.2T-31B,1,N,N
NSE:TCS,NSE,TCS,TCS.NS,$5.2T-31B,1,N,N
NYSE:EQNR,NYSE,EQNR,EQNR,$5.2T-31B,1,Y,N
NYSE:CNQ,NYSE,CNQ,CNQ,$5.2T-31B,1,Y,N
NYSE:BCS,NYSE,BCS,BCS,$5.2T-31B,1,Y,N
NYSE:WM,NYSE,WM,WM,$5.2T-31B,1,Y,N
NYSE:BNJ,NYSE,BNJ,BNJ,$5.2T-31B,1,Y,N
NASDAQ:MNST,NASDAQ,MNST,MNST,$5.2T-31B,1,Y,N
NYSE:BN,NYSE,BN,BN,$5.2T-31B,1,Y,N
NYSE:ITUB,NYSE,ITUB,ITUB,$5.2T-31B,1,Y,N
HKEX:300,HKEX,300,0300.HK,$5.2T-31B,1,N,N
EURONEXT:CDI,EURONEXT,CDI,,$5.2T-31B,1,N,Y
NASDAQ:CSX,NASDAQ,CSX,CSX,$5.2T-31B,1,Y,N
SSE:600900,SSE,600900,600900.SS,$5.2T-31B,1,N,N
HKEX:386,HKEX,386,0386.HK,$5.2T-31B,1,N,N
NYSE:MPC,NYSE,MPC,MPC,$5.2T-31B,1,Y,N
EURONEXT:PRX,EURONEXT,PRX,,$5.2T-31B,1,N,Y
NYSE:FCX,NYSE,FCX,FCX,$5.2T-31B,1,Y,N
NYSE:VLO,NYSE,VLO,VLO,$5.2T-31B,1,Y,N
NYSE:CMI,NYSE,CMI,CMI,$5.2T-31B,1,Y,N
NYSE:WMB,NYSE,WMB,WMB,$5.2T-31B,1,Y,N
NASDAQ:CME,NASDAQ,CME,CME,$5.2T-31B,1,Y,N
LSE:LLOY,LSE,LLOY,LLOY.L,$5.2T-31B,1,N,N
OSL:EQNR,OSL,EQNR,EQNR.OL,$5.2T-31B,1,N,N
HKEX:1810,HKEX,1810,1810.HK,$5.2T-31B,1,N,N
NYSE:LYG,NYSE,LYG,LYG,$5.2T-31B,1,Y,N
TSE:8031,TSE,8031,8031.T,$5.2T-31B,1,N,N
NYSE:MMM,NYSE,MMM,MMM,$5.2T-31B,1,Y,N
EURONEXT:EL,EURONEXT,EL,,$5.2T-31B,1,N,Y
TSE:8001,TSE,8001,8001.T,$5.2T-31B,1,N,N
NYSE:JCI,NYSE,JCI,JCI,$5.2T-31B,1,Y,N
NYSE:UPS,NYSE,UPS,UPS,$5.2T-31B,1,Y,N
NYSE:MCO,NYSE,MCO,MCO,$5.2T-31B,1,Y,N
NYSE:KKR,NYSE,KKR,KKR,$5.2T-31B,1,Y,N
NYSE:MRSH,NYSE,MRSH,MRSH,$5.2T-31B,1,Y,N
NYSE:PSX,NYSE,PSX,PSX,$5.2T-31B,1,Y,N
NASDAQ:CMCSA,NASDAQ,CMCSA,CMCSA,$5.2T-31B,1,Y,N
NYSE:ELV,NYSE,ELV,ELV,$5.2T-31B,1,Y,N
NYSE:EPD,NYSE,EPD,EPD,$5.2T-31B,1,Y,N
SZSE:000333,SZSE,000333,000333.SZ,$5.2T-31B,1,N,N
LSE:NG,LSE,NG,NG.L,$5.2T-31B,1,N,N
TSE:7011,TSE,7011,7011.T,$5.2T-31B,1,N,N
NYSE:NGG,NYSE,NGG,NGG,$5.2T-31B,1,Y,N
TSX:CP,TSX,CP,CP.TO,$5.2T-31B,1,N,N
NYSE:HCA,NYSE,HCA,HCA,$5.2T-31B,1,Y,N
HKEX:3328,HKEX,3328,3328.HK,$5.2T-31B,1,N,N
EURONEXT:ENGI,EURONEXT,ENGI,,$5.2T-31B,1,N,Y
ASX:WBC,ASX,WBC,WBC.AX,$5.2T-31B,1,N,N
SSE:600028,SSE,600028,600028.SS,$5.2T-31B,1,N,N
NYSE:CP,NYSE,CP,CP,$5.2T-31B,1,Y,N
NYSE:ICE,NYSE,ICE,ICE,$5.2T-31B,1,Y,N
NASDAQ:CTAS,NASDAQ,CTAS,CTAS,$5.2T-31B,1,Y,N
HKEX:9999,HKEX,9999,9999.HK,$5.2T-31B,1,N,N
SSE:601328,SSE,601328,601328.SS,$5.2T-31B,1,N,N
TSX:CNR,TSX,CNR,CNR.TO,$5.2T-31B,1,N,N
NYSE:SHW,NYSE,SHW,SHW,$5.2T-31B,1,Y,N
ASX:NAB,ASX,NAB,NAB.AX,$5.2T-31B,1,N,N
TSE:9432,TSE,9432,9432.T,$5.2T-31B,1,N,N
NYSE:TRV,NYSE,TRV,TRV,$5.2T-31B,1,Y,N
NSE:BAJFINANCE,NSE,BAJFINANCE,BAJFINANCE.NS,$5.2T-31B,1,N,N
NYSE:ITW,NYSE,ITW,ITW,$5.2T-31B,1,Y,N
TSX:SU,TSX,SU,SU.TO,$5.2T-31B,1,N,N
EURONEXT:DG,EURONEXT,DG,,$5.2T-31B,1,N,Y
NYSE:EMR,NYSE,EMR,EMR,$5.2T-31B,1,Y,N
NYSE:AMX,NYSE,AMX,AMX,$5.2T-31B,1,Y,N
NASDAQ:MDLZ,NASDAQ,MDLZ,MDLZ,$5.2T-31B,1,Y,N
TSE:7182,TSE,7182,7182.T,$5.2T-31B,1,N,N
NYSE:CNI,NYSE,CNI,CNI,$5.2T-31B,1,Y,N
NYSE:AMT,NYSE,AMT,AMT,$5.2T-31B,1,Y,N
NYSE:EOG,NYSE,EOG,EOG,$5.2T-31B,1,Y,N
NASDAQ:NTES,NASDAQ,NTES,NTES,$5.2T-31B,1,Y,N
TSE:4519,TSE,4519,4519.T,$5.2T-31B,1,N,N
NYSE:CI,NYSE,CI,CI,$5.2T-31B,1,Y,N
NYSE:SU,NYSE,SU,SU,$5.2T-31B,1,Y,N
LSE:BA,LSE,BA,BA.L,$5.2T-31B,1,N,N
NYSE:FDX,NYSE,FDX,FDX,$5.2T-31B,1,Y,N
TSX:BAM,TSX,BAM,BAM.TO,$5.2T-31B,1,N,N
NASDAQ:ROST,NASDAQ,ROST,ROST,$5.2T-31B,1,Y,N
MIL:ENI,MIL,ENI,ENI.MI,$5.2T-31B,1,N,N
HKEX:1658,HKEX,1658,1658.HK,$5.2T-31B,1,N,N
XETR:MUV2,XETR,MUV2,MUV2.DE,$5.2T-31B,1,N,N
NYSE:AON,NYSE,AON,AON,$5.2T-31B,1,Y,N
TSX:TRP,TSX,TRP,TRP.TO,$5.2T-31B,1,N,N
MIL:G,MIL,G,G.MI,$5.2T-31B,1,N,N
NYSE:ECL,NYSE,ECL,ECL,$5.2T-31B,1,Y,N
XETR:DHL,XETR,DHL,DHL.DE,$5.2T-31B,1,N,N
NYSE:NSC,NYSE,NSC,NSC,$5.2T-31B,1,Y,N
OMXSTO:VOLV_B,OMXSTO,VOLV_B,VOLV_B.ST,$5.2T-31B,1,N,N
NYSE:E,NYSE,E,E,$5.2T-31B,1,Y,N
NYSE:BAM,NYSE,BAM,BAM,$5.2T-31B,1,Y,N
NYSE:HLT,NYSE,HLT,HLT,$5.2T-31B,1,Y,N
TSX:MFC,TSX,MFC,MFC.TO,$5.2T-31B,1,N,N
LSE:NWG,LSE,NWG,NWG.L,$5.2T-31B,1,N,N
NYSE:SPG,NYSE,SPG,SPG,$5.2T-31B,1,Y,N
NYSE:CL,NYSE,CL,CL,$5.2T-31B,1,Y,N
TSE:2914,TSE,2914,2914.T,$5.2T-31B,1,N,N
NYSE:AEM,NYSE,AEM,AEM,$5.2T-31B,1,Y,N
NYSE:TRP,NYSE,TRP,TRP,$5.2T-31B,1,Y,N
NYSE:KMI,NYSE,KMI,KMI,$5.2T-31B,1,Y,N
NASDAQ:AEP,NASDAQ,AEP,AEP,$5.2T-31B,1,Y,N
NASDAQ:ORLY,NASDAQ,ORLY,ORLY,$5.2T-31B,1,Y,N
NYSE:MFC,NYSE,MFC,MFC,$5.2T-31B,1,Y,N
SSE:601728,SSE,601728,601728.SS,$5.2T-31B,1,N,N
NYSE:SLB,NYSE,SLB,SLB,$5.2T-31B,1,Y,N
ASX:ANZ,ASX,ANZ,ANZ.AX,$5.2T-31B,1,N,N
LSE:CPG,LSE,CPG,CPG.L,$5.2T-31B,1,N,N
NYSE:ET,NYSE,ET,ET,$5.2T-31B,1,Y,N
TSE:9433,TSE,9433,9433.T,$5.2T-31B,1,N,N
XETR:DBK,XETR,DBK,DBK.DE,$5.2T-31B,1,N,N
OMXHEX:NDA_FI,OMXHEX,NDA_FI,NDA_FI.HE,$5.2T-31B,1,N,N
NYSE:APOS,NYSE,APOS,APOS,$5.2T-31B,1,Y,N
HKEX:3986,HKEX,3986,3986.HK,$5.2T-31B,1,N,N
NASDAQ:PCAR,NASDAQ,PCAR,PCAR,$5.2T-31B,1,Y,N
NYSE:APO,NYSE,APO,APO,$5.2T-31B,1,Y,N
NASDAQ:SATA,NASDAQ,SATA,SATA,$5.2T-31B,1,Y,N
HKEX:728,HKEX,728,0728.HK,$5.2T-31B,1,N,N
NYSE:DB,NYSE,DB,DB,$5.2T-31B,1,Y,N
HKEX:2513,HKEX,2513,2513.HK,$5.2T-31B,1,N,N
TSE:9434,TSE,9434,9434.T,$5.2T-31B,1,N,N
NASDAQ:REGN,NASDAQ,REGN,REGN,$5.2T-31B,1,Y,N
ASX:WES,ASX,WES,WES.AX,$5.2T-31B,1,N,N
MIL:RACE,MIL,RACE,RACE.MI,$5.2T-31B,1,N,N
KRX:009155,KRX,009155,,$5.2T-31B,1,N,Y
NYSE:TDG,NYSE,TDG,TDG,$5.2T-31B,1,Y,N
HKEX:3690,HKEX,3690,3690.HK,$5.2T-31B,1,N,N
NYSE:MSI,NYSE,MSI,MSI,$5.2T-31B,1,Y,N
NYSE:CRH,NYSE,CRH,CRH,$5.2T-31B,1,Y,N
EURONEXT:GLE,EURONEXT,GLE,,$5.2T-31B,1,N,Y
SSE:601658,SSE,601658,601658.SS,$5.2T-31B,1,N,N
NYSE:RSG,NYSE,RSG,RSG,$5.2T-31B,1,Y,N
HKEX:388,HKEX,388,0388.HK,$5.2T-31B,1,N,N
NYSE:RACE,NYSE,RACE,RACE,$5.2T-31B,1,Y,N
HKEX:2388,HKEX,2388,2388.HK,$5.2T-31B,1,N,N
NASDAQ:HONA,NASDAQ,HONA,HONA,$5.2T-31B,1,Y,N
NYSE:ALL,NYSE,ALL,ALL,$5.2T-31B,1,Y,N
NYSE:URI,NYSE,URI,URI,$5.2T-31B,1,Y,N
NASDAQ:WBD,NASDAQ,WBD,WBD,$5.2T-31B,1,Y,N
EURONEXT:ACA,EURONEXT,ACA,,$5.2T-31B,1,N,Y
NYSE:TFC,NYSE,TFC,TFC,$5.2T-31B,1,Y,N
NSE:LICI,NSE,LICI,LICI.NS,$5.2T-31B,1,N,N
NYSE:DLR,NYSE,DLR,DLR,$5.2T-31B,1,Y,N
TSX:NA,TSX,NA,NA.TO,$5.2T-31B,1,N,N
NYSE:GWW,NYSE,GWW,GWW,$5.2T-31B,1,Y,N
LSE:STAN,LSE,STAN,STAN.L,$5.2T-31B,1,N,N
NYSE:VALE,NYSE,VALE,VALE,$5.2T-31B,1,Y,N
NSE:LT,NSE,LT,LT.NS,$5.2T-31B,1,N,N
NYSE:TGT,NYSE,TGT,TGT,$5.2T-31B,1,Y,N
TSX:IMO,TSX,IMO,IMO.TO,$5.2T-31B,1,N,N
NYSE:AFL,NYSE,AFL,AFL,$5.2T-31B,1,Y,N
HKEX:9633,HKEX,9633,9633.HK,$5.2T-31B,1,N,N
AMEX:IMO,AMEX,IMO,IMO,$5.2T-31B,1,Y,N
NYSE:D,NYSE,D,D,$5.2T-31B,1,Y,N
NYSE:B,NYSE,B,B,$5.2T-31B,1,Y,N
NYSE:AJG,NYSE,AJG,AJG,$5.2T-31B,1,Y,N
ASX:MQG,ASX,MQG,MQG.AX,$5.2T-31B,1,N,N
TSE:6752,TSE,6752,6752.T,$5.2T-31B,1,N,N
KRX:005380,KRX,005380,,$5.2T-31B,1,N,Y
NYSE:O,NYSE,O,O,$5.2T-31B,1,Y,N
NYSE:SRE,NYSE,SRE,SRE,$5.2T-31B,1,Y,N
TSX:GWO,TSX,GWO,GWO.TO,$5.2T-31B,1,N,N
NYSE:TRGP,NYSE,TRGP,TRGP,$5.2T-31B,1,Y,N
NSE:HINDUNILVR,NSE,HINDUNILVR,HINDUNILVR.NS,$5.2T-31B,1,N,N
TSX:ATD,TSX,ATD,ATD.TO,$5.2T-31B,1,N,N
NYSE:MET,NYSE,MET,MET,$5.2T-31B,1,Y,N
XETR:EOAN,XETR,EOAN,EOAN.DE,$5.2T-31B,1,N,N
OMXHEX:NOKIA,OMXHEX,NOKIA,NOKIA.HE,$5.2T-31B,1,N,N
EURONEXT:REN,EURONEXT,REN,,$5.2T-31B,1,N,Y
NYSE:CTVA,NYSE,CTVA,CTVA,$5.2T-31B,1,Y,N
NYSE:COR,NYSE,COR,COR,$5.2T-31B,1,Y,N
HKEX:2359,HKEX,2359,2359.HK,$5.2T-31B,1,N,N
NYSE:OKE,NYSE,OKE,OKE,$5.2T-31B,1,Y,N
NYSE:MPLX,NYSE,MPLX,MPLX,$5.2T-31B,1,Y,N
NYSE:RELX,NYSE,RELX,RELX,$5.2T-31B,1,Y,N
NYSE:OXY,NYSE,OXY,OXY,$5.2T-31B,1,Y,N
NASDAQ:FANG,NASDAQ,FANG,FANG,$5.2T-31B,1,Y,N
LSE:LSEG,LSE,LSEG,LSEG.L,$5.2T-31B,1,N,N
EURONEXT:KBC,EURONEXT,KBC,,$5.2T-31B,1,N,Y
TSE:4502,TSE,4502,4502.T,$5.2T-31B,1,N,N
NYSE:CARR,NYSE,CARR,CARR,$5.2T-31B,1,Y,N
NYSE:F,NYSE,F,F,$5.2T-31B,1,Y,N
NASDAQ:BKR,NASDAQ,BKR,BKR,$5.2T-31B,1,Y,N
NSE:SUNPHARMA,NSE,SUNPHARMA,SUNPHARMA.NS,$5.2T-31B,1,N,N
TSX:CVE,TSX,CVE,CVE.TO,$5.2T-31B,1,N,N
NYSE:BDX,NYSE,BDX,BDX,$5.2T-31B,1,Y,N
NYSE:LNG,NYSE,LNG,LNG,$5.2T-31B,1,Y,N
